ApplNo,SubmissionNo,SponsorName,event_year,y,p_oof
761059,4,SAMSUNG BIOEPIS CO LTD,2022,0,2.33403690657137e-05
213702,11,JAZZ,2025,0,2.3213627609432465e-05
761042,18,SANDOZ,2022,0,2.314864002103568e-05
125559,47,REGENERON PHARMACEUTICALS,2025,0,2.2899196230933425e-05
211651,10,PFIZER,2023,0,2.2834179975301178e-05
022134,8,ABBVIE,2021,0,2.2202896012343424e-05
204114,29,NOVARTIS,2023,0,2.2143973104324812e-05
202806,27,NOVARTIS,2023,0,2.20143853233723e-05
204629,42,BOEHRINGER INGELHEIM,2023,0,2.1936786829522277e-05
206111,38,BOEHRINGER INGELHEIM,2023,0,2.105652287806542e-05
761334,4,INCYTE CORP,2025,0,2.08455530444334e-05
202293,31,ASTRAZENECA AB,2024,0,2.033724958314001e-05
215309,1,INCYTE CORP,2022,0,2.0275022292102895e-05
125084,280,IMCLONE,2021,0,2.015375391298983e-05
213674,10,ASTELLAS,2023,0,1.993721804122725e-05
208434,15,HOFFMANN-LA ROCHE,2024,0,1.9052001753655784e-05
761061,29,JANSSEN BIOTECH,2025,0,1.8702945760621583e-05
205649,22,ASTRAZENECA AB,2024,0,1.8669670163188558e-05
208558,19,ASTRAZENECA,2021,0,1.8659805307109516e-05
050759,54,ROCHE PALO,2022,0,1.8615900679554617e-05
202714,33,ONYX PHARMS AMGEN,2021,0,1.831866996198276e-05
207925,16,VERTEX PHARMS INC,2023,0,1.8146178882972713e-05
216340,5,BRISTOL,2024,0,1.7746628517906807e-05
022334,50,NOVARTIS,2021,0,1.688050299802132e-05
207501,13,ASTELLAS,2023,0,1.670302240621764e-05
761061,26,JANSSEN BIOTECH,2025,0,1.667829063258658e-05
207500,15,ASTELLAS,2023,0,1.667804090381931e-05
202811,21,ABBVIE,2023,0,1.6341652985182505e-05
203415,22,ASTELLAS,2023,0,1.632096407219216e-05
761077,15,AMGEN INC,2022,0,1.584423698581339e-05
212887,6,VIIV HLTHCARE,2022,0,1.540919860225175e-05
761224,6,ASTRAZENECA AB,2025,0,1.4882866139159788e-05
761181,2,REGENERON PHARMACEUTICALS,2025,0,1.451897667531705e-05
761355,5,REGENERON PHARMACEUTICALS,2025,1,1.4162180548007147e-05
212526,7,NOVARTIS,2022,0,1.4150896185593942e-05
203341,25,PF PRISM CV,2023,0,1.3409001681400494e-05
103909,5197,GENENTECH,2025,0,1.2188947308478508e-05
208078,8,CATALYST PHARMS,2022,0,1.1977766024667144e-05
761070,90001,ASTRAZENECA AB,2022,1,1.1787855170476758e-05
207561,29,GILEAD SCIENCES INC,2022,0,1.1593109272049143e-05
205551,25,VIIV HLTHCARE,2021,0,1.0695638278525255e-05
103000,5320,ALLERGAN,2021,0,1.045676676623845e-05
208573,24,ABBVIE,2021,0,1.0322023402643263e-05
761040,3,WYETH PHARMS INC,2024,0,1.031271667288471e-05
050794,34,BRISTOL-MYERS,2022,0,1.0050037143984137e-05
761071,12,SANDOZ INC,2022,0,9.977208927518677e-06
125554,112,BRISTOL MYERS SQUIBB,2022,0,9.864368491349658e-06
022304,28,COLLEGIUM PHARM INC,2024,0,9.69106620957858e-06
761069,36,ASTRAZENECA UK LTD,2022,0,9.633241196811561e-06
761069,35,ASTRAZENECA UK LTD,2022,0,9.028079246863702e-06
212887,5,VIIV HLTHCARE,2022,0,8.502709056850212e-06
125166,448,ALEXION PHARM,2025,0,6.238129092467116e-06
213535,3,GENENTECH INC,2022,0,5.978872801739515e-06
125388,106,SEATTLE GENETICS,2022,0,5.934534845411791e-06
212888,6,VIIV HLTHCARE,2022,0,5.8169968103739104e-06
761179,1,JAZZ PHARMS,2022,0,5.798653515574131e-06
213736,2,INCYTE CORP,2022,0,5.328329484361107e-06
211994,10,VIIV HLTHCARE,2021,0,5.161143180948704e-06
208692,12,EXELIXIS INC,2021,0,5.014123715172525e-06
761139,17,DAIICHI SANKYO,2022,0,4.907102807722542e-06
206947,20,EISAI INC,2021,0,4.872413551645156e-06
761139,21,DAIICHI SANKYO,2022,0,4.774363373047677e-06
212273,4,VERTEX PHARMS INC,2021,0,4.659581770246578e-06
208510,3,TAKEDA PHARMS USA,2021,0,4.484019425386135e-06
761035,15,BRISTOL MYERS SQUIBB,2022,0,4.196879484021882e-06
761139,22,DAIICHI SANKYO,2022,0,3.788433605848567e-06
761097,14,REGENERON PHARMACEUTICALS,2022,0,3.184968047010059e-06
761109,3,ELI LILLY AND CO,2021,0,3.179647916839077e-06
021977,46,TAKEDA PHARMS USA,2021,0,3.115353271963036e-06
202570,33,PF PRISM CV,2022,0,3.096790523637049e-06
213246,7,ELI LILLY AND CO,2022,0,2.9981424601113527e-06
208464,14,GILEAD SCIENCES INC,2022,0,2.840673486948362e-06
761139,20,DAIICHI SANKYO,2022,0,2.8150551289420906e-06
212888,5,VIIV HLTHCARE,2022,0,2.698038254361597e-06
204447,21,TAKEDA PHARMS USA,2021,0,2.670539641657414e-06
202806,22,NOVARTIS,2022,0,2.636204273089101e-06
125377,122,BRISTOL MYERS SQUIBB,2022,0,2.6027281747382756e-06
204114,24,NOVARTIS,2022,0,2.442046463830534e-06
761139,24,DAIICHI SANKYO,2022,0,2.3758325617947393e-06
125084,279,IMCLONE,2021,0,2.361216209292591e-06
021652,29,VIIV HLTHCARE,2021,0,1.8340915605830607e-06
212888,1,VIIV HLTHCARE,2022,0,1.7946269110147196e-06
761140,1,AMGEN INC,2022,0,1.7877173007347085e-06
761113,3,SANOFI AVENTIS US,2021,0,1.7617584184797024e-06
125377,124,BRISTOL MYERS SQUIBB,2022,0,1.706644693767953e-06
761115,5,IMMUNOMEDICS INC,2021,0,1.6417314796573395e-06
207648,5,FRESENIUS KABI USA,2022,0,1.5871924065762856e-06
207924,7,ELI LILLY AND CO,2022,0,1.5639474586243808e-06
761055,44,REGENERON PHARMACEUTICALS,2022,0,1.4711727883013468e-06
761034,47,GENENTECH INC,2022,0,1.4661282644427294e-06
761071,10,SANDOZ INC,2022,0,1.4392704416337362e-06
207946,10,JANSSEN PHARMS,2021,0,1.4311790725058759e-06
204370,9,ABBVIE,2022,0,1.4063233893173396e-06
212728,6,PFIZER,2021,0,1.3409075574438907e-06
209899,1,BRISTOL,2021,0,1.2658919382746127e-06
206947,19,EISAI INC,2021,0,1.2325195471377105e-06
208261,7,MSD SUB MERCK,2021,0,1.231108579285042e-06
761055,42,REGENERON PHARMACEUTICALS,2022,0,1.1880909966680513e-06
204629,26,BOEHRINGER INGELHEIM,2021,0,1.1757415344070956e-06
206192,4,GENENTECH INC,2022,0,1.1599184922156881e-06
208716,6,ELI LILLY AND CO,2021,0,1.1011320997956649e-06
761024,10,AMGEN INC,2022,0,1.0996268652793375e-06
761108,23,ALEXION PHARM,2022,0,1.0800970194968932e-06
761139,11,DAIICHI SANKYO,2021,0,1.0280595266714156e-06
103979,5309,GENZYME,2021,0,1.0023891181248015e-06
203214,28,PF PRISM CV,2021,0,9.542142209387063e-07
761055,40,REGENERON PHARMACEUTICALS,2022,0,9.192849771078395e-07
022562,8,RECORDATI RARE,2021,0,8.850870936237103e-07
761103,5,PFIZER INC,2021,0,8.828642816627297e-07
761210,2,JANSSEN BIOTECH,2022,0,7.268770315164868e-07
205837,7,UCB INC,2021,0,7.055412519291656e-07
125433,32,JANSSEN BIOTECH,2021,0,6.822434686065888e-07
208716,7,ELI LILLY AND CO,2021,0,6.773089032831968e-07
202439,35,JANSSEN PHARMS,2021,0,6.760998008583811e-07
761055,16,REGENERON PHARMACEUTICALS,2021,0,6.628185155286651e-07
215515,6,ALNYLAM PHARMS INC,2025,0,6.570042906729279e-07
205437,11,AMGEN INC,2021,0,6.069845760375322e-07
205836,9,UCB INC,2021,0,5.839914157342098e-07
761105,10,ABBVIE INC,2021,0,5.531330004847543e-07
208716,8,ELI LILLY AND CO,2021,0,5.134236518946402e-07
125249,49,"KINIKSA PHARMACEUTICALS (UK), LTD.",2021,0,5.020341565494814e-07
125486,29,GENENTECH,2022,0,4.961880075520843e-07
761105,18,ABBVIE INC,2022,0,4.936840219709994e-07
208341,17,GILEAD SCIENCES INC,2021,0,4.794227308004704e-07
212725,9,GENENTECH INC,2023,0,4.717073676073146e-07
212436,3,PFIZER,2022,0,4.690960834768905e-07
208246,13,PFIZER,2021,0,4.6899293029641633e-07
205838,6,UCB INC,2021,0,4.5772759560929385e-07
022068,36,NOVARTIS,2021,0,4.00082179241848e-07
125561,13,ALEXION PHARM,2021,0,3.9813832811385453e-07
204629,33,BOEHRINGER INGELHEIM,2022,0,3.745231156363698e-07
215358,1,NOVARTIS,2022,0,3.740220726454192e-07
761347,4,GENENTECH INC,2025,0,3.6859795617781646e-07
207924,6,ELI LILLY AND CO,2022,0,3.670446921656818e-07
206494,11,ABBVIE,2022,0,3.355444495216331e-07
022562,9,RECORDATI RARE,2021,0,3.331198675080641e-07
761034,58,GENENTECH INC,2025,0,3.3197767360528367e-07
208215,20,GILEAD SCIENCES INC,2022,0,3.092715617221706e-07
761347,3,GENENTECH INC,2025,0,3.0463664569608655e-07
210251,7,GILEAD SCIENCES INC,2021,0,2.839845499631986e-07
213246,8,ELI LILLY AND CO,2022,0,2.603842787434962e-07
022253,49,UCB INC,2021,0,2.6015863163837483e-07
211675,2,ABBVIE,2021,0,2.5400273120099703e-07
211675,7,ABBVIE,2022,0,2.4031701381365767e-07
022254,39,UCB INC,2021,0,2.3450921117471497e-07
021883,10,ABBVIE,2021,0,2.1970259277212834e-07
022255,31,UCB INC,2021,0,2.168881467293059e-07
202022,14,JANSSEN PRODS,2021,0,1.8113895886881816e-07
103000,5318,ALLERGAN,2021,0,1.7936170127871253e-07
209092,8,NOVARTIS,2021,0,1.5210657239311734e-07
761097,30,REGENERON PHARMACEUTICALS,2025,0,1.5048056865880423e-07
210115,5,ASTELLAS,2021,0,1.5036142806740346e-07
125557,28,AMGEN,2024,0,1.4673387018482788e-07
209935,14,NOVARTIS,2021,0,1.4331970517896663e-07
103976,5245,GENENTECH,2024,0,1.4178858167628782e-07
205437,13,AMGEN INC,2024,0,1.1983364380845643e-07
203341,20,PF PRISM CV,2021,0,9.82277402419488e-08
205053,12,MERCK SHARP DOHME,2021,0,9.537276452366966e-08
205596,12,MERCK SHARP DOHME,2021,0,9.245196229047173e-08
761105,14,ABBVIE INC,2022,0,9.239452525099001e-08
216793,1,JANSSEN BIOTECH,2025,0,8.985042246983656e-08
761115,9,IMMUNOMEDICS INC,2021,0,8.959680977212468e-08
205551,28,VIIV HLTHCARE,2022,0,8.802076693485068e-08
761109,4,ELI LILLY AND CO,2022,0,8.188735417445304e-08
050708,53,ASTELLAS,2021,0,7.758434019413493e-08
761137,32,ASTELLAS,2025,0,7.594365381402233e-08
205053,11,MERCK SHARP DOHME,2021,0,7.444793512931466e-08
205596,13,MERCK SHARP DOHME,2021,0,7.228684353693868e-08
210868,4,PFIZER,2021,0,7.20272747212955e-08
214787,11,GILEAD SCIENCES INC,2022,0,6.889142029331498e-08
125377,121,BRISTOL MYERS SQUIBB,2021,0,6.6576001341912e-08
212887,4,VIIV HLTHCARE,2021,0,6.545307478869635e-08
214900,2,GLAXOSMITHKLINE,2022,0,6.114031405308511e-08
050709,45,ASTELLAS,2021,0,5.930224112730634e-08
211675,4,ABBVIE,2022,0,5.710439514411287e-08
125557,18,AMGEN,2021,0,5.10913918760913e-08
211358,4,VERTEX PHARMS INC,2022,0,5.070695653511579e-08
125276,134,GENENTECH,2022,0,4.189106289510965e-08
202570,30,PF PRISM CV,2021,0,4.067743548497338e-08
206192,5,GENENTECH INC,2022,0,3.8004793192620975e-08
125554,99,BRISTOL MYERS SQUIBB,2021,0,3.6069045062479885e-08
125514,91,MERCK SHARP DOHME,2021,0,3.511768171284883e-08
125557,20,AMGEN,2021,0,3.5104563587359094e-08
125514,93,MERCK SHARP DOHME,2021,0,3.3330069415160825e-08
125469,51,ELI LILLY AND CO,2022,0,3.186239224165374e-08
125147,213,AMGEN,2025,0,2.8805044413951516e-08
022512,41,BOEHRINGER INGELHEIM,2021,0,2.65864872867001e-08
215256,5,NOVO,2022,0,2.3830941263071514e-08
761099,4,PFIZER INC,2021,0,2.376664292690348e-08
761145,1,JANSSEN BIOTECH,2021,0,1.9931491828460614e-08
761122,6,GLAXOSMITHKLINE,2021,0,1.974000550996345e-08
125522,29,AMGEN INC,2021,0,1.922236670385776e-08
125526,18,GLAXOSMITHKLINE LLC,2021,0,1.696008757268317e-08
022030,19,PFIZER,2021,0,1.6647310465923816e-08
761125,8,NOVARTIS PHARMS CORP,2022,0,1.5753372408800022e-08
125514,120,MERCK SHARP DOHME,2021,0,1.5689292162050832e-08
761058,8,BOEHRINGER INGELHEIM,2021,0,1.508035174452542e-08
212102,3,UCB INC,2022,0,1.3433785975396761e-08
125504,43,NOVARTIS PHARMS CORP,2021,0,1.3224223455420623e-08
202293,24,ASTRAZENECA AB,2021,0,1.2807779591414623e-08
761028,8,AMGEN INC,2021,0,1.2723588611855028e-08
022200,31,ASTRAZENECA AB,2021,0,1.0769960619510005e-08
213535,5,GENENTECH INC,2022,0,9.533628069011917e-09
209210,17,ASTRAZENECA AB,2021,0,9.097303773047289e-09
125559,29,REGENERON PHARMACEUTICALS,2021,0,8.827937090992274e-09
761108,12,ALEXION PHARM,2021,0,8.068428073334153e-09
761145,7,JANSSEN BIOTECH,2021,0,7.64062064248012e-09
214787,10,GILEAD SCIENCES INC,2022,0,5.322990713077882e-09
761145,9,JANSSEN BIOTECH,2021,0,5.175639156166887e-09
761137,8,ASTELLAS,2021,0,5.1499543010638735e-09
761055,31,REGENERON PHARMACEUTICALS,2021,0,5.038172561650949e-09
761105,9,ABBVIE INC,2021,0,4.877063392872145e-09
761137,6,ASTELLAS,2021,0,4.3663841611252e-09
022068,35,NOVARTIS,2021,0,4.189478374895072e-09
761118,6,PFIZER INC,2022,0,4.162791981263918e-09
210251,14,GILEAD SCIENCES INC,2021,0,3.8011489413183084e-09
761105,16,ABBVIE INC,2022,0,3.421112989253835e-09
761069,29,ASTRAZENECA UK LTD,2021,0,3.2657235696902297e-09
209394,13,ABBVIE,2021,0,2.7346498416164126e-09
125057,417,ABBVIE INC,2021,0,1.875180401286903e-09
125276,138,GENENTECH,2022,0,1.4342628046020229e-09
103976,5238,GENENTECH,2021,0,7.156490557712705e-10
761097,8,REGENERON PHARMACEUTICALS,2021,0,5.602563193992563e-10
125268,167,AMGEN,2021,0,4.398528163786809e-10
761097,9,REGENERON PHARMACEUTICALS,2021,0,3.8494847285224656e-10
761034,44,GENENTECH INC,2021,0,3.0302034996811075e-10
761145,2,JANSSEN BIOTECH,2021,0,3.018626753731235e-10
761097,7,REGENERON PHARMACEUTICALS,2021,0,2.832683164960444e-10
125504,50,NOVARTIS PHARMS CORP,2021,0,2.361767785765903e-10
125514,100,MERCK SHARP DOHME,2021,0,2.308487337778885e-10
125514,114,MERCK SHARP DOHME,2021,0,2.1116543295850916e-10
125514,89,MERCK SHARP DOHME,2021,0,2.024017998454462e-10
125504,51,NOVARTIS PHARMS CORP,2021,0,1.851078223219241e-10
125118,240,BRISTOL MYERS SQUIBB,2021,0,3.1521107209855434e-11
761034,33,GENENTECH INC,2021,0,2.0646223189916444e-11
761034,34,GENENTECH INC,2021,0,1.878130295104765e-11
125472,44,GENENTECH,2021,0,1.830718957985268e-11
761034,35,GENENTECH INC,2021,0,1.714555080775252e-11
761034,36,GENENTECH INC,2021,0,1.5703811584338038e-11
761034,37,GENENTECH INC,2021,0,1.442735721799106e-11
125554,90,BRISTOL MYERS SQUIBB,2021,0,1.3926495054143073e-11
761034,38,GENENTECH INC,2021,0,1.3292527182547047e-11
103705,5465,GENENTECH,2021,0,9.552712663794107e-12
125514,117,MERCK SHARP DOHME,2021,0,9.527349605239493e-12
125554,91,BRISTOL MYERS SQUIBB,2021,0,9.438787925313709e-12
125554,92,BRISTOL MYERS SQUIBB,2021,0,8.893893466346953e-12
125514,122,MERCK SHARP DOHME,2021,0,8.448215905677703e-12
761034,41,GENENTECH INC,2021,0,7.888549103930579e-12
125554,97,BRISTOL MYERS SQUIBB,2021,0,7.614171201622444e-12
125514,96,MERCK SHARP DOHME,2021,0,7.064766034958641e-12
761034,42,GENENTECH INC,2021,0,6.7142593431241485e-12
125514,97,MERCK SHARP DOHME,2021,0,6.702045098506922e-12
125514,105,MERCK SHARP DOHME,2021,0,5.2535908755379684e-12
125514,102,MERCK SHARP DOHME,2021,0,4.620115766748467e-12
125514,121,MERCK SHARP DOHME,2021,0,4.081931854373609e-12
125514,113,MERCK SHARP DOHME,2021,0,3.774451443599788e-12
125514,118,MERCK SHARP DOHME,2021,0,3.689996059901738e-12
125514,112,MERCK SHARP DOHME,2021,0,3.633646894407044e-12
